person,dept,eow,cause,cause_short,date,year,canine,dept_name,state
Officer Robert A. Dickerson,"Atchison Police Department, KS","EOW: Monday, October 23, 1899",Cause of Death: Gunfire,Gunfire,1899-10-23,1899,FALSE,Atchison Police Department, KS
Deputy U.S. Marshal William H. Greer,"United States Department of Justice - United States Marshals Service, US","EOW: Thursday, October 26, 1899",Cause of Death: Gunfire,Gunfire,1899-10-26,1899,FALSE,United States Department of Justice - United States Marshals Service, US
Detective James Rauland,"Northern Pacific Railroad Police Department, RR","EOW: Wednesday, November 1, 1899",Cause of Death: Gunfire,Gunfire,1899-11-01,1899,FALSE,Northern Pacific Railroad Police Department, RR
Constable James Walsh,"Red Bank Police Department, NJ","EOW: Monday, November 13, 1899",Cause of Death: Gunfire,Gunfire,1899-11-13,1899,FALSE,Red Bank Police Department, NJ
Chief of Police Daniel McGrath,"Titusville Police Department, PA","EOW: Wednesday, November 15, 1899",Cause of Death: Gunfire,Gunfire,1899-11-15,1899,FALSE,Titusville Police Department, PA
Marshal Enos Rath,"Hicksville Police Department, OH","EOW: Saturday, November 25, 1899",Cause of Death: Assault,Assault,1899-11-25,1899,FALSE,Hicksville Police Department, OH
Deputy Sheriff Will Ward,"San Diego County Sheriff's Department, CA","EOW: Monday, November 27, 1899",Cause of Death: Assault,Assault,1899-11-27,1899,FALSE,San Diego County Sheriff's Department, CA
Constable William L. Smith,"New Haven Township Police Department, OH","EOW: Monday, November 27, 1899",Cause of Death: Gunfire,Gunfire,1899-11-27,1899,FALSE,New Haven Township Police Department, OH
"Deputy Collector Richard W. ""Dick"" Wallace","United States Department of the Treasury - Customs Service, US","EOW: Wednesday, November 29, 1899",Cause of Death: Gunfire,Gunfire,1899-11-29,1899,FALSE,United States Department of the Treasury - Customs Service, US
Town Sergeant Henry Milton Seaton,"Middleburg Police Department, VA","EOW: Saturday, December 2, 1899",Cause of Death: Stabbed,Stabbed,1899-12-02,1899,FALSE,Middleburg Police Department, VA
Deputy Sheriff Tom Walsh,"Union County Sheriff's Department, IA","EOW: Monday, December 4, 1899",Cause of Death: Gunfire,Gunfire,1899-12-04,1899,FALSE,Union County Sheriff's Department, IA
Merchant Policeman George W. Lee,"Alexandria Police Department, IN","EOW: Thursday, December 7, 1899",Cause of Death: Gunfire,Gunfire,1899-12-07,1899,FALSE,Alexandria Police Department, IN
Dispensary Constable John Bennett Cornwell,"South Carolina State Dispensary Commission, SC","EOW: Thursday, December 7, 1899",Cause of Death: Gunfire,Gunfire,1899-12-07,1899,FALSE,South Carolina State Dispensary Commission, SC
Town Marshal Henry Hartford,"Corbin Police Department, KY","EOW: Saturday, December 9, 1899",Cause of Death: Gunfire,Gunfire,1899-12-09,1899,FALSE,Corbin Police Department, KY
Town Marshal T. Edgar Park,"Irvine Police Department, KY","EOW: Tuesday, December 12, 1899",Cause of Death: Gunfire,Gunfire,1899-12-12,1899,FALSE,Irvine Police Department, KY
Deputy Sheriff James McIntosh McMullen,"Citrus County Sheriff's Office, FL","EOW: Tuesday, December 26, 1899",Cause of Death: Gunfire,Gunfire,1899-12-26,1899,FALSE,Citrus County Sheriff's Office, FL
Sheriff Thompson Brooks Simkins,"Jefferson County Sheriff's Department, FL","EOW: Friday, December 29, 1899",Cause of Death: Gunfire,Gunfire,1899-12-29,1899,FALSE,Jefferson County Sheriff's Department, FL
Constable W. D. Turner,"Lauderdale County Constable's Office, TN","EOW: Tuesday, January 9, 1900",Cause of Death: Gunfire,Gunfire,1/9/00,1900,FALSE,Lauderdale County Constable's Office, TN
Deputy Constable Marvin Durham,"Lauderdale County Constable's Office, TN","EOW: Tuesday, January 9, 1900",Cause of Death: Gunfire,Gunfire,1/9/00,1900,FALSE,Lauderdale County Constable's Office, TN
Jailer Alfred Henry,"Howell County Sheriff's Department, MO","EOW: Wednesday, January 17, 1900",Cause of Death: Assault,Assault,1/17/00,1900,FALSE,Howell County Sheriff's Department, MO
Night Captain William C. Rooney,"Colorado Department of Corrections, CO","EOW: Monday, January 22, 1900",Cause of Death: Stabbed,Stabbed,1/22/00,1900,FALSE,Colorado Department of Corrections, CO
Deputy Constable George W. McCammon,"Pennsylvania State Constable - Washington County, PA","EOW: Monday, January 22, 1900",Cause of Death: Gunfire,Gunfire,1/22/00,1900,FALSE,Pennsylvania State Constable - Washington County, PA
Sheriff Herman Barnickol,"St. Clair County Sheriff's Department, IL","EOW: Saturday, January 27, 1900",Cause of Death: Gunfire,Gunfire,1/27/00,1900,FALSE,St. Clair County Sheriff's Department, IL
Deputy Sheriff William S. Wright,"Letcher County Sheriff's Department, KY","EOW: Tuesday, January 30, 1900",Cause of Death: Gunfire,Gunfire,1/30/00,1900,FALSE,Letcher County Sheriff's Department, KY
City Marshal Marion Thomas,"Empire City Marshal's Office, KS","EOW: Tuesday, February 6, 1900",Cause of Death: Gunfire,Gunfire,2/6/00,1900,FALSE,Empire City Marshal's Office, KS
Policeman Lowell Pew,"Louisiana Police Department, MO","EOW: Wednesday, February 14, 1900",Cause of Death: Gunfire,Gunfire,2/14/00,1900,FALSE,Louisiana Police Department, MO
Patrolman Newton Stewart,"El Paso Police Department, TX","EOW: Saturday, February 17, 1900",Cause of Death: Gunfire,Gunfire,2/17/00,1900,FALSE,El Paso Police Department, TX
Deputy Sheriff Sam Payne,"McDowell County Sheriff's Department, WV","EOW: Wednesday, February 21, 1900",Cause of Death: Gunfire,Gunfire,2/21/00,1900,FALSE,McDowell County Sheriff's Department, WV
Deputy City Marshal Levi Neal,"Bryan Police Department, TX","EOW: Saturday, February 24, 1900",Cause of Death: Gunfire,Gunfire,2/24/00,1900,FALSE,Bryan Police Department, TX
Sheriff James T. Cooley,"Chilton County Sheriff's Department, AL","EOW: Saturday, March 3, 1900",Cause of Death: Assault,Assault,3/3/00,1900,FALSE,Chilton County Sheriff's Department, AL
Justice of the Peace John W. Saunders,"Greensville County Sheriff's Office, VA","EOW: Thursday, March 22, 1900",Cause of Death: Gunfire,Gunfire,3/22/00,1900,FALSE,Greensville County Sheriff's Office, VA
Deputy Sheriff Joseph Welton,"Greensville County Sheriff's Office, VA","EOW: Thursday, March 22, 1900",Cause of Death: Gunfire,Gunfire,3/22/00,1900,FALSE,Greensville County Sheriff's Office, VA
Assistant City Marshal William Hennecke,"Boonville Police Department, MO","EOW: Tuesday, March 27, 1900",Cause of Death: Gunfire,Gunfire,3/27/00,1900,FALSE,Boonville Police Department, MO
Police Officer George W. Kirkley,"Birmingham Police Department, AL","EOW: Wednesday, March 28, 1900",Cause of Death: Gunfire,Gunfire,3/28/00,1900,FALSE,Birmingham Police Department, AL
Police Officer J. Wafe Adams,"Birmingham Police Department, AL","EOW: Wednesday, March 28, 1900",Cause of Death: Gunfire,Gunfire,3/28/00,1900,FALSE,Birmingham Police Department, AL
Patrolman James A. Mynderse,"Schenectady Police Department, NY","EOW: Saturday, March 31, 1900",Cause of Death: Struck by train,Struck by train,3/31/00,1900,FALSE,Schenectady Police Department, NY
Policeman Charles Hartsell Smelser,"Hot Springs Police Department, NC","EOW: Sunday, April 1, 1900",Cause of Death: Gunfire,Gunfire,4/1/00,1900,FALSE,Hot Springs Police Department, NC
Officer Paul W. Hilton,"Monroe Police Department, LA","EOW: Tuesday, April 10, 1900",Cause of Death: Automobile accident,Automobile accident,4/10/00,1900,FALSE,Monroe Police Department, LA
Patrolman John F. McDermott,"Chicago Police Department, IL","EOW: Wednesday, April 11, 1900",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),4/11/00,1900,FALSE,Chicago Police Department, IL
Sheriff George W. Wall,"San Augustine County Sheriff's Office, TX","EOW: Saturday, April 21, 1900",Cause of Death: Gunfire,Gunfire,4/21/00,1900,FALSE,San Augustine County Sheriff's Office, TX
Deputy Sheriff George W. Hoffman,"Windsor County Sheriff's Office, VT","EOW: Sunday, April 29, 1900",Cause of Death: Gunfire,Gunfire,4/29/00,1900,FALSE,Windsor County Sheriff's Office, VT
Sergeant Timothy S. O'Connell,"Chicago Police Department, IL","EOW: Thursday, May 3, 1900",Cause of Death: Gunfire,Gunfire,5/3/00,1900,FALSE,Chicago Police Department, IL
City Marshal Hugh H. Myers,"Davis Police Department, OK","EOW: Saturday, May 5, 1900",Cause of Death: Gunfire,Gunfire,5/5/00,1900,FALSE,Davis Police Department, OK
Patrolman John Shipp,"Cleveland Police Department, OH","EOW: Sunday, May 6, 1900",Cause of Death: Gunfire,Gunfire,5/6/00,1900,FALSE,Cleveland Police Department, OH
Patrolman Michael Hanley,"New Orleans Police Department, LA","EOW: Thursday, May 10, 1900",Cause of Death: Assault,Assault,5/10/00,1900,FALSE,New Orleans Police Department, LA
Deputized Civilian James Edward Roberts,"Morris County Sheriff's Office, KS","EOW: Saturday, May 12, 1900",Cause of Death: Gunfire,Gunfire,5/12/00,1900,FALSE,Morris County Sheriff's Office, KS
Deputy Sheriff Felix Davidson,"Clay County Sheriff's Office, KY","EOW: Friday, May 25, 1900",Cause of Death: Gunfire,Gunfire,5/25/00,1900,FALSE,Clay County Sheriff's Office, KY
Deputy Sheriff Samuel Jenkins,"Grand County Sheriff's Department, UT","EOW: Saturday, May 26, 1900",Cause of Death: Gunfire,Gunfire,5/26/00,1900,FALSE,Grand County Sheriff's Department, UT
Sheriff Jesse Tyler,"Grand County Sheriff's Department, UT","EOW: Saturday, May 26, 1900",Cause of Death: Gunfire,Gunfire,5/26/00,1900,FALSE,Grand County Sheriff's Department, UT
Police Officer Dennis D. Crane,"St. Louis Metropolitan Police Department, MO","EOW: Friday, June 1, 1900",Cause of Death: Gunfire,Gunfire,6/1/00,1900,FALSE,St. Louis Metropolitan Police Department, MO
Deputy Sheriff Rube T. Mattox,"Wood County Sheriff's Department, TX","EOW: Saturday, June 2, 1900",Cause of Death: Gunfire,Gunfire,6/2/00,1900,FALSE,Wood County Sheriff's Department, TX
Chief of Police Benjamin H. Crider,"Carrollton Police Department, GA","EOW: Friday, June 8, 1900",Cause of Death: Gunfire,Gunfire,6/8/00,1900,FALSE,Carrollton Police Department, GA
Deputy Constable William Frank Carey,"Carmel Police Department, IN","EOW: Friday, June 8, 1900",Cause of Death: Gunfire,Gunfire,6/8/00,1900,FALSE,Carmel Police Department, IN
Patrolman William McQuerry,"Covington Police Department, KY","EOW: Tuesday, June 12, 1900",Cause of Death: Gunfire,Gunfire,6/12/00,1900,FALSE,Covington Police Department, KY
Constable Zeb B. Lancaster,"Pikeville Police Department, NC","EOW: Wednesday, June 13, 1900",Cause of Death: Gunfire,Gunfire,6/13/00,1900,FALSE,Pikeville Police Department, NC
City Marshal Milford Parker,"Galena Police Department, KS","EOW: Monday, June 25, 1900",Cause of Death: Electrocuted,Electrocuted,6/25/00,1900,FALSE,Galena Police Department, KS
"Deputy Constable George William ""Will"" Hardin","Hunt County Constable's Office - Precinct 1, TX","EOW: Monday, July 2, 1900",Cause of Death: Gunfire,Gunfire,7/2/00,1900,FALSE,Hunt County Constable's Office - Precinct 1, TX
Deputy U.S. Marshal Howard Wilson,"United States Department of Justice - United States Marshals Service, US","EOW: Sunday, July 8, 1900",Cause of Death: Gunfire,Gunfire,7/8/00,1900,FALSE,United States Department of Justice - United States Marshals Service, US
Sheriff Richard Jarrett,"McDonald County Sheriff's Department, MO","EOW: Monday, July 16, 1900",Cause of Death: Gunfire,Gunfire,7/16/00,1900,FALSE,McDonald County Sheriff's Department, MO
Detective Joseph A. Perkins,"Memphis Police Department, TN","EOW: Tuesday, July 17, 1900",Cause of Death: Gunfire,Gunfire,7/17/00,1900,FALSE,Memphis Police Department, TN
Patrolman Peter J. Lamb,"New Orleans Police Department, LA","EOW: Tuesday, July 24, 1900",Cause of Death: Gunfire,Gunfire,7/24/00,1900,FALSE,New Orleans Police Department, LA
Captain John Day,"New Orleans Police Department, LA","EOW: Tuesday, July 24, 1900",Cause of Death: Gunfire,Gunfire,7/24/00,1900,FALSE,New Orleans Police Department, LA
"Sergeant Gabriel J. ""Gabe"" Porteous","New Orleans Police Department, LA","EOW: Saturday, July 28, 1900",Cause of Death: Gunfire,Gunfire,7/28/00,1900,FALSE,New Orleans Police Department, LA
Corporal John F. Lally,"New Orleans Police Department, LA","EOW: Saturday, July 28, 1900",Cause of Death: Gunfire,Gunfire,7/28/00,1900,FALSE,New Orleans Police Department, LA
Deputy Sheriff John Lamb,"Hancock County Sheriff's Department, TN","EOW: Thursday, August 2, 1900",Cause of Death: Gunfire,Gunfire,8/2/00,1900,FALSE,Hancock County Sheriff's Department, TN
Patrolman David W. Lewis,"Pittsburgh Police Department, PA","EOW: Tuesday, August 7, 1900",Cause of Death: Assault,Assault,8/7/00,1900,FALSE,Pittsburgh Police Department, PA
Constable William Melton Mears,"Screven County Constable's Office, GA","EOW: Thursday, August 9, 1900",Cause of Death: Gunfire,Gunfire,8/9/00,1900,FALSE,Screven County Constable's Office, GA
Patrolman Robert J. Thorpe,"New York City Police Department, NY","EOW: Monday, August 13, 1900",Cause of Death: Stabbed,Stabbed,8/13/00,1900,FALSE,New York City Police Department, NY
Deputy U.S. Marshal Herbert Melvin Goddard,"United States Department of Justice - United States Marshals Service, US","EOW: Tuesday, August 14, 1900",Cause of Death: Gunfire,Gunfire,8/14/00,1900,FALSE,United States Department of Justice - United States Marshals Service, US
Patrolman James Golden,"Dunmore Borough Police Department, PA","EOW: Wednesday, August 15, 1900",Cause of Death: Gunfire,Gunfire,8/15/00,1900,FALSE,Dunmore Borough Police Department, PA
Sheriff John Henry Dillingham,"Platte County Sheriff's Department, MO","EOW: Monday, August 20, 1900",Cause of Death: Gunfire,Gunfire,8/20/00,1900,FALSE,Platte County Sheriff's Department, MO
Police Officer John P. Looney,"St. Louis Metropolitan Police Department, MO","EOW: Monday, September 3, 1900",Cause of Death: Electrocuted,Electrocuted,9/3/00,1900,FALSE,St. Louis Metropolitan Police Department, MO
Police Officer Nicholas F. Beckman,"St. Louis Metropolitan Police Department, MO","EOW: Monday, September 3, 1900",Cause of Death: Electrocuted,Electrocuted,9/3/00,1900,FALSE,St. Louis Metropolitan Police Department, MO
"Marshal Salathiel Coffee ""Sail"" Aulgur","Marshall Police Department, MO","EOW: Friday, September 7, 1900",Cause of Death: Gunfire,Gunfire,9/7/00,1900,FALSE,Marshall Police Department, MO
Police Officer Adolph Howe,"Galveston Police Department, TX","EOW: Saturday, September 8, 1900",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,9/8/00,1900,FALSE,Galveston Police Department, TX
Police Officer Charles Wolfe,"Galveston Police Department, TX","EOW: Saturday, September 8, 1900",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,9/8/00,1900,FALSE,Galveston Police Department, TX
Police Officer Frederick L. Richards,"Galveston Police Department, TX","EOW: Saturday, September 8, 1900",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,9/8/00,1900,FALSE,Galveston Police Department, TX
Police Officer Samuel Eugene Tovrea,"Galveston Police Department, TX","EOW: Saturday, September 8, 1900",Cause of Death: Weather/Natural disaster,Weather/Natural disaster,9/8/00,1900,FALSE,Galveston Police Department, TX
Patrolman T. Perry Gates,"LaCrosse Police Department, WI","EOW: Saturday, September 8, 1900",Cause of Death: Gunfire,Gunfire,9/8/00,1900,FALSE,LaCrosse Police Department, WI
Jailer Paul Sloan,"Calcasieu Parish Sheriff's Office, LA","EOW: Thursday, September 27, 1900",Cause of Death: Gunfire,Gunfire,9/27/00,1900,FALSE,Calcasieu Parish Sheriff's Office, LA
Officer James C. Scurry,"Georgetown Police Department, SC","EOW: Saturday, September 29, 1900",Cause of Death: Gunfire,Gunfire,9/29/00,1900,FALSE,Georgetown Police Department, SC
Police Officer Thomas J. Bolin,"St. Louis Metropolitan Police Department, MO","EOW: Sunday, September 30, 1900",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),9/30/00,1900,FALSE,St. Louis Metropolitan Police Department, MO
Patrolman Charles L. Horn,"New York City Police Department, NY","EOW: Monday, October 8, 1900",Cause of Death: Stabbed,Stabbed,10/8/00,1900,FALSE,New York City Police Department, NY
"Deputy U.S. Marshal Thomas Jefferson ""Tom"" Taylor","United States Department of Justice - United States Marshals Service, US","EOW: Saturday, October 13, 1900",Cause of Death: Gunfire,Gunfire,10/13/00,1900,FALSE,United States Department of Justice - United States Marshals Service, US
Lieutenant T. L. Fuller,"Texas Rangers, TX","EOW: Monday, October 15, 1900",Cause of Death: Gunfire,Gunfire,10/15/00,1900,FALSE,Texas Rangers, TX
Deputy U.S. Marshal Samuel Jackson,"United States Department of Justice - United States Marshals Service, US","EOW: Thursday, October 25, 1900",Cause of Death: Fall,Fall,10/25/00,1900,FALSE,United States Department of Justice - United States Marshals Service, US
Deputy Keeper Charles I. Parker,"New Jersey Department of Corrections, NJ","EOW: Thursday, October 25, 1900",Cause of Death: Assault,Assault,10/25/00,1900,FALSE,New Jersey Department of Corrections, NJ
City Marshal Alphonso J. Wake,"Rulo Police Department, NE","EOW: Saturday, October 27, 1900",Cause of Death: Gunfire,Gunfire,10/27/00,1900,FALSE,Rulo Police Department, NE
Police Officer William Davis Mitchell,"Waco Police Department, TX","EOW: Saturday, October 27, 1900",Cause of Death: Gunfire,Gunfire,10/27/00,1900,FALSE,Waco Police Department, TX
